3.300000000000000000e+01,1.500000000000000000e+01,7.230000000000000426e+00,1.019999999999999929e+01,2.919999999999999929e+00,3.970000000000000195e+00,4.980000000000000426e+00,3.740000000000000213e+00,1.939999999999999947e+00,6.110000000000000320e+00,8.800000000000000044e-01,1.719999999999999973e+00,3.549999999999999822e+00,5.519999999999999574e+00,2.839999999999999858e+00,0.000000000000000000e+00
2.429910278320312500e+01,9.730175018310546875e+00,4.336169242858886719e+00,5.759311676025390625e+00,3.248569965362548828e+00,4.515521049499511719e+00,2.570566892623901367e+00,3.310133457183837891e+00,1.037302494049072266e+00,2.904669761657714844e+00,7.844804525375366211e-01,2.733308076858520508e+00,6.000236511230468750e+00,6.363287925720214844e+00,3.747318744659423828e+00,0.000000000000000000e+00
2.256017494201660156e+01,9.322208404541015625e+00,5.309557914733886719e+00,7.197124958038330078e+00,3.097400426864624023e+00,4.627988815307617188e+00,3.304805040359497070e+00,3.002498865127563477e+00,1.663486480712890625e+00,4.621364116668701172e+00,2.157573938369750977e+00,2.647697210311889648e+00,5.748404502868652344e+00,6.137904167175292969e+00,3.952071905136108398e+00,0.000000000000000000e+00
2.229913520812988281e+01,6.771963596343994141e+00,6.334776401519775391e+00,4.029069423675537109e+00,2.802800655364990234e+00,5.070510387420654297e+00,6.294691562652587891e-01,2.981250524520874023e+00,8.875747919082641602e-01,9.939479827880859375e-01,1.013548254966735840e+00,2.615325927734375000e+00,7.604948520660400391e+00,6.872594833374023438e+00,4.466947078704833984e+00,0.000000000000000000e+00
1.866399383544921875e+01,5.741343975067138672e+00,1.429175853729248047e+01,4.560404300689697266e+00,2.831722974777221680e+00,4.892483711242675781e+00,1.563136100769042969e+00,3.612288236618041992e+00,1.319134116172790527e+00,7.422858715057373047e+00,2.313882827758789062e+00,3.653351545333862305e+00,1.250618267059326172e+01,5.604214668273925781e+00,5.028623104095458984e+00,0.000000000000000000e+00
1.676801872253417969e+01,3.239700555801391602e+00,1.733582115173339844e+01,5.303444385528564453e+00,3.688345670700073242e+00,5.427630901336669922e+00,9.139087796211242676e-01,3.890635967254638672e+00,2.347105026245117188e+00,4.251348495483398438e+00,2.242329359054565430e+00,1.527906298637390137e+00,9.543858528137207031e+00,5.728931903839111328e+00,2.616090059280395508e+00,0.000000000000000000e+00
1.745239830017089844e+01,1.949705600738525391e+00,1.709290313720703125e+01,5.264508724212646484e+00,5.187015533447265625e+00,5.069570064544677734e+00,1.299109697341918945e+00,4.874936103820800781e+00,3.988744974136352539e+00,1.992235541343688965e+00,3.988150835037231445e+00,7.010034918785095215e-01,8.903363227844238281e+00,4.191618919372558594e+00,1.135907292366027832e+00,0.000000000000000000e+00
1.231554412841796875e+01,3.247640132904052734e+00,1.466248226165771484e+01,3.635216474533081055e+00,2.932016372680664062e+00,5.679907798767089844e+00,2.663775444030761719e+00,2.854470252990722656e+00,2.653608083724975586e+00,4.239102840423583984e+00,2.274780035018920898e+00,2.278809309005737305e+00,9.215747833251953125e+00,5.453290462493896484e+00,4.227665424346923828e+00,0.000000000000000000e+00
1.723100852966308594e+01,8.118341445922851562e+00,1.247207927703857422e+01,3.105924844741821289e+00,2.809999465942382812e+00,6.072920322418212891e+00,2.273597478866577148e+00,2.353342294692993164e+00,2.580540418624877930e+00,9.251666665077209473e-01,9.448840022087097168e-01,2.367226839065551758e+00,6.490848064422607422e+00,5.624076843261718750e+00,4.293945789337158203e+00,0.000000000000000000e+00
2.220225715637207031e+01,1.498898601531982422e+01,2.357033491134643555e+00,4.545917510986328125e+00,4.648925781250000000e+00,6.127042293548583984e+00,1.621636390686035156e+00,5.489291667938232422e+00,5.213131904602050781e+00,1.821081042289733887e+00,3.757919311523437500e+00,5.779919624328613281e-01,5.565611362457275391e+00,5.474249839782714844e+00,3.655471801757812500e+00,0.000000000000000000e+00
